Date,PX_LAST,PX_VOLUME
3/12/08,4309.65,2714564493
3/13/08,4198.96,3445130706
3/14/08,4157.87,2342788515
3/17/08,3965.28,2818096118
3/18/08,3763.95,3452375192
3/19/08,3888.86,3789847726
3/20/08,4001.83,4621294408
3/21/08,4037.83,4261516398
3/24/08,3857.09,3584243835
3/25/08,3905.77,3224586359
3/26/08,3914.37,2803676381
3/27/08,3748.92,3200066833
3/28/08,3918.16,4209677741
3/31/08,3790.53,2944084166
4/1/08,3582.86,3530346294
4/2/08,3547.98,4276588464
4/3/08,3650.7,3298949371
4/7/08,3845.82,4048498250
4/8/08,3891.06,4406792222
4/9/08,3688.13,3899716879
4/10/08,3754.72,2880439676
4/11/08,3783.73,2632859026
4/14/08,3536.33,3342704668
4/15/08,3583.3,3065688694
4/16/08,3494.02,2652812066
4/17/08,3386.63,2953061837
4/18/08,3272.5,2788816255
4/21/08,3267.55,4136230765
4/22/08,3296.28,3253796972
4/23/08,3453.73,4427255362
4/24/08,3774.5,9657489647
4/25/08,3803.07,8481449107
4/28/08,3729.15,4883123550
4/29/08,3776.94,4454044020
4/30/08,3959.12,6990977758
5/5/08,4055.78,6253407359
5/6/08,4010.89,5845928033
5/7/08,3821.32,5445770695
5/8/08,3925.04,4405566882
5/9/08,3878.92,5365592936
5/12/08,3904.92,4538266072
5/13/08,3851.69,5033801208
5/14/08,3975.78,5060690199
5/15/08,3948.09,5077297508
5/16/08,3936.12,3972175250
5/19/08,3914.07,2970958103
5/20/08,3710.82,3970262956
5/21/08,3783.05,4359616259
5/22/08,3711.44,4074271782
5/23/08,3675.15,3344043147
5/26/08,3559.22,2818019090
5/27/08,3576.2,2476269388
5/28/08,3676.23,3103491485
5/29/08,3580.87,2942274073
5/30/08,3611.33,2859084763
6/2/08,3625.83,2825335850
6/3/08,3614.11,3473514166
6/4/08,3546.92,2941765330
6/5/08,3512.14,2398927945
6/6/08,3489.5,2094422989
6/10/08,3206.56,3294996189
6/11/08,3140.3,2940973585
6/12/08,3084.63,3145410983
6/13/08,2979.12,2531983778
6/16/08,2952.24,2681379444
6/17/08,2842.68,2646377852
6/18/08,2991.27,4256009502
6/19/08,2773.08,3631903963
6/20/08,2849.67,5167590518
6/23/08,2789.94,2663149390
6/24/08,2851.92,3179245664
6/25/08,2969.54,4242526136
6/26/08,2980.91,4259931212
6/27/08,2816.02,4088655682
6/30/08,2791.82,2529540698
7/1/08,2698.35,2885158554
7/2/08,2699.6,2791636504
7/3/08,2760.61,4566030583
7/4/08,2741.85,3790501091
7/7/08,2882.76,5273202423
7/8/08,2901.84,5424807879
7/9/08,3015.13,6935696866
7/10/08,2973.73,6164955415
7/11/08,2953.5,4428710140
7/14/08,2975.87,3457504341
7/15/08,2852.98,4729275952
7/16/08,2745.6,3940311506
7/17/08,2718.07,3268733550
7/18/08,2815.46,4020340205
7/21/08,2911.05,4511957747
7/22/08,2904.74,3881497638
7/23/08,2883.32,3882123310
7/24/08,2977.36,4853866518
7/25/08,2939.2,4057108158
7/28/08,2960.85,3930864022
7/29/08,2905.63,3603627553
7/30/08,2884.38,2981080039
7/31/08,2805.21,2794096615
8/1/08,2840.79,3403149127
8/4/08,2773.15,2278232445
8/5/08,2703.08,3046923524
8/6/08,2721.69,2740402261
8/7/08,2720.44,2337043954
8/8/08,2591.46,3089458167
8/11/08,2456.81,3212020678
